Roaming Scheme ID,Allow Roaming,Roaming Scheme Name,Roaming SGSN ID,SGSN Number,Number Type,Local SGSN,Description
4,No,4,575,375296,Number prefix,No,
4,No,4,579,38068,Number prefix,No,
4,No,4,580,38163,Number prefix,No,
4,No,4,581,38167,Number prefix,No,
4,No,4,582,38267,Number prefix,No,
4,No,4,585,38598,Number prefix,No,
4,No,4,586,38640,Number prefix,No,
4,No,4,587,38641,Number prefix,No,
4,No,4,589,38765,Number prefix,No,
4,No,4,596,39380,Number prefix,No,
4,No,4,1136,883130,Number prefix,No,
4,No,4,1134,30697,Number prefix,No,
4,No,4,1135,124289,Number prefix,No,
4,No,4,11,124625,Number prefix,No,
4,No,4,37,14415,Number prefix,No,
4,No,4,1138,128444,Number prefix,No,
4,No,4,611,421905,Number prefix,No,
4,No,4,618,43699,Number prefix,No,
4,No,4,650,4526,Number prefix,No,
4,No,4,659,4673130,Number prefix,No,
4,No,4,664,46737,Number prefix,No,
4,No,4,670,48601,Number prefix,No,
4,No,4,676,4915890,Number prefix,No,
4,No,4,686,50585,Number prefix,No,
4,No,4,687,506300,Number prefix,No,
4,No,4,690,5119815,Number prefix,No,
4,No,4,691,51198150,Number prefix,No,
4,No,4,708,55101,Number prefix,No,
4,No,4,711,55319,Number prefix,No,
4,No,4,712,56920,Number prefix,No,
4,No,4,714,57316,Number prefix,No,
4,No,4,716,59035,Number prefix,No,
4,No,4,718,59394,Number prefix,No,
4,No,4,720,59894,Number prefix,No,
4,No,4,739,6422,Number prefix,No,
4,No,4,741,65902,Number prefix,No,
4,No,4,748,6685369,Number prefix,No,
4,No,4,753,67073,Number prefix,No,
4,No,4,755,67784,Number prefix,No,
4,No,4,763,7865,Number prefix,No,
4,No,4,767,79037,Number prefix,No,
4,No,4,768,790875,Number prefix,No,
4,No,4,780,8419922,Number prefix,No,
4,No,4,781,8490,Number prefix,No,
4,No,4,793,85368989,Number prefix,No,
4,No,4,794,85511,Number prefix,No,
4,No,4,795,85516,Number prefix,No,
4,No,4,804,87077,Number prefix,No,
4,No,4,807,88018,Number prefix,No,
4,No,4,812,886932,Number prefix,No,
4,No,4,823,910,Number prefix,No,
4,No,4,824,911,Number prefix,No,
4,No,4,825,912,Number prefix,No,
4,No,4,826,913,Number prefix,No,
4,No,4,827,914,Number prefix,No,
4,No,4,828,915,Number prefix,No,
4,No,4,829,916,Number prefix,No,
4,No,4,830,917,Number prefix,No,
4,No,4,831,918,Number prefix,No,
4,No,4,832,918091,Number prefix,No,
4,No,4,833,918092,Number prefix,No,
4,No,4,834,9190,Number prefix,No,
4,No,4,835,919026,Number prefix,No,
4,No,4,836,919028,Number prefix,No,
4,No,4,837,919029,Number prefix,No,
4,No,4,838,919030,Number prefix,No,
4,No,4,839,919031,Number prefix,No,
4,No,4,840,919033,Number prefix,No,
4,No,4,841,919034,Number prefix,No,
4,No,4,842,919036,Number prefix,No,
4,No,4,843,919037,Number prefix,No,
4,No,4,844,919038,Number prefix,No,
4,No,4,845,919039,Number prefix,No,
4,No,4,846,919040,Number prefix,No,
4,No,4,847,919041,Number prefix,No,
4,No,4,848,919043,Number prefix,No,
4,No,4,849,919044,Number prefix,No,
4,No,4,850,919045,Number prefix,No,
4,No,4,851,919046,Number prefix,No,
4,No,4,852,919085,Number prefix,No,
4,No,4,853,919086,Number prefix,No,
4,No,4,854,919088,Number prefix,No,
4,No,4,855,919089,Number prefix,No,
4,No,4,856,919090,Number prefix,No,
4,No,4,857,919092,Number prefix,No,
4,No,4,858,919093,Number prefix,No,
4,No,4,859,9191,Number prefix,No,
4,No,4,860,9192,Number prefix,No,
4,No,4,861,9193,Number prefix,No,
4,No,4,862,9194,Number prefix,No,
4,No,4,863,919430,Number prefix,No,
4,No,4,864,9195,Number prefix,No,
4,No,4,865,9196,Number prefix,No,
4,No,4,866,9197,Number prefix,No,
4,No,4,867,919702,Number prefix,No,
4,No,4,868,919708,Number prefix,No,
4,No,4,870,919811,Number prefix,No,
4,No,4,871,919812,Number prefix,No,
4,No,4,872,919813,Number prefix,No,
4,No,4,873,919814,Number prefix,No,
4,No,4,876,919817,Number prefix,No,
4,No,4,877,919818,Number prefix,No,
4,No,4,878,919819,Number prefix,No,
4,No,4,879,919820,Number prefix,No,
4,No,4,880,919821,Number prefix,No,
4,No,4,881,919822,Number prefix,No,
4,No,4,882,919823,Number prefix,No,
4,No,4,883,919824,Number prefix,No,
4,No,4,884,919825,Number prefix,No,
4,No,4,885,919826,Number prefix,No,
4,No,4,886,919827,Number prefix,No,
4,No,4,887,919828,Number prefix,No,
4,No,4,889,919830,Number prefix,No,
4,No,4,891,919832,Number prefix,No,
4,No,4,892,919833,Number prefix,No,
4,No,4,893,919834,Number prefix,No,
4,No,4,894,919835,Number prefix,No,
4,No,4,895,919836,Number prefix,No,
4,No,4,896,919837,Number prefix,No,
4,No,4,897,919838,Number prefix,No,
4,No,4,898,919839,Number prefix,No,
4,No,4,900,919841,Number prefix,No,
4,No,4,901,919842,Number prefix,No,
4,No,4,902,919843,Number prefix,No,
4,No,4,903,919844,Number prefix,No,
4,No,4,905,919846,Number prefix,No,
4,No,4,906,919847,Number prefix,No,
4,No,4,907,919848,Number prefix,No,
4,No,4,909,91985,Number prefix,No,
4,No,4,910,919860,Number prefix,No,
4,No,4,911,919861,Number prefix,No,
4,No,4,913,919863,Number prefix,No,
4,No,4,914,919864,Number prefix,No,
4,No,4,915,919865,Number prefix,No,
4,No,4,916,919866,Number prefix,No,
4,No,4,917,919867,Number prefix,No,
4,No,4,918,919868,Number prefix,No,
4,No,4,919,919869,Number prefix,No,
4,No,4,920,91987,Number prefix,No,
4,No,4,921,91988,Number prefix,No,
4,No,4,922,919882,Number prefix,No,
4,No,4,923,919887,Number prefix,No,
4,No,4,924,919889,Number prefix,No,
4,No,4,926,919891,Number prefix,No,
4,No,4,934,919899,Number prefix,No,
4,No,4,935,919900,Number prefix,No,
4,No,4,936,919901,Number prefix,No,
4,No,4,937,919902,Number prefix,No,
4,No,4,938,919903,Number prefix,No,
4,No,4,939,919904,Number prefix,No,
4,No,4,940,919905,Number prefix,No,
4,No,4,941,919906,Number prefix,No,
4,No,4,942,919907,Number prefix,No,
4,No,4,943,919908,Number prefix,No,
4,No,4,944,919909,Number prefix,No,
4,No,4,945,91991,Number prefix,No,
4,No,4,946,91992,Number prefix,No,
4,No,4,947,919930,Number prefix,No,
4,No,4,948,919931,Number prefix,No,
4,No,4,950,919933,Number prefix,No,
4,No,4,953,919936,Number prefix,No,
4,No,4,955,919938,Number prefix,No,
4,No,4,956,919939,Number prefix,No,
4,No,4,957,91994,Number prefix,No,
4,No,4,959,919960,Number prefix,No,
4,No,4,960,919961,Number prefix,No,
4,No,4,961,919962,Number prefix,No,
4,No,4,962,919963,Number prefix,No,
4,No,4,963,919964,Number prefix,No,
4,No,4,964,919965,Number prefix,No,
4,No,4,965,919966,Number prefix,No,
4,No,4,966,919967,Number prefix,No,
4,No,4,967,919968,Number prefix,No,
4,No,4,968,919969,Number prefix,No,
4,No,4,969,919970,Number prefix,No,
4,No,4,970,919971,Number prefix,No,
4,No,4,971,919972,Number prefix,No,
4,No,4,972,919973,Number prefix,No,
4,No,4,973,919974,Number prefix,No,
4,No,4,974,919975,Number prefix,No,
4,No,4,975,919976,Number prefix,No,
4,No,4,976,919977,Number prefix,No,
4,No,4,977,919978,Number prefix,No,
4,No,4,978,919979,Number prefix,No,
4,No,4,979,91998,Number prefix,No,
4,No,4,980,91999,Number prefix,No,
4,No,4,992,9477,Number prefix,No,
4,No,4,999,96394,Number prefix,No,
4,No,4,1006,96654,Number prefix,No,
4,No,4,1008,96656,Number prefix,No,
4,No,4,1010,96771,Number prefix,No,
4,No,4,1012,96799,Number prefix,No,
4,No,4,1023,97259,Number prefix,No,
4,No,4,1025,97339,Number prefix,No,
4,No,4,1028,977985,Number prefix,No,
4,No,4,1029,98911,Number prefix,No,
4,No,4,1030,98920,Number prefix,No,
4,No,4,1033,993663,Number prefix,No,
4,No,4,1035,99599,Number prefix,No,
4,No,4,1036,99893,Number prefix,No,
4,No,4,1101,447782,Number prefix,No,
4,No,4,1102,85593,Number prefix,No,
4,No,4,1145,29824,Number prefix,No,FaroeseTel_Faroe-Island
4,No,4,1011,96773,Number prefix,No,MTN_Yemen
4,No,4,1148,2694,Number prefix,No,TELCO_S.A._Comoros
4,No,4,38,144159,Number prefix,No,
4,No,4,46,151499,Number prefix,No,
4,No,4,74,180985,Number prefix,No,
4,No,4,76,182996,Number prefix,No,
4,No,4,77,187638,Number prefix,No,
4,No,4,78,187681,Number prefix,No,
5,Yes,5,83,191534,Number prefix,No,
5,Yes,5,106,2206,Number prefix,No,
5,Yes,5,108,22166,Number prefix,No,
5,Yes,5,109,22168,Number prefix,No,
5,Yes,5,110,22170,Number prefix,No,
5,Yes,5,116,223760,Number prefix,No,
5,Yes,5,138,226788,Number prefix,No,
5,Yes,5,170,23188,Number prefix,No,
5,Yes,5,248,23627,Number prefix,No,
5,Yes,5,249,23672,Number prefix,No,
5,Yes,5,253,23769,Number prefix,No,
5,Yes,5,315,24491,Number prefix,No,
5,Yes,5,338,24995,Number prefix,No,
5,Yes,5,365,254760,Number prefix,No,
5,Yes,5,366,254763,Number prefix,No,
5,Yes,5,367,25478,Number prefix,No,
5,Yes,5,369,25507,Number prefix,No,
5,Yes,5,410,25776,Number prefix,No,
5,Yes,5,411,25778,Number prefix,No,
5,Yes,5,413,2579,Number prefix,No,
5,Yes,5,461,26371,Number prefix,No,
5,Yes,5,463,26391,Number prefix,No,
5,Yes,5,488,26772,Number prefix,No,
5,Yes,5,500,3093,Number prefix,No,
5,Yes,5,505,31628,Number prefix,No,
5,Yes,5,512,3364162,Number prefix,No,
5,Yes,5,533,35193,Number prefix,No,
5,Yes,5,542,354650,Number prefix,No,
5,Yes,5,543,35469,Number prefix,No,
5,Yes,5,555,35850,Number prefix,No,
5,Yes,5,558,35989,Number prefix,No,
5,Yes,5,559,35998,Number prefix,No,
5,Yes,5,566,37125,Number prefix,No,
5,Yes,5,572,37365,Number prefix,No,
5,Yes,5,574,37493,Number prefix,No,
5,Yes,5,575,375296,Number prefix,No,
5,Yes,5,583,38268,Number prefix,No,
5,Yes,5,584,38269,Number prefix,No,
5,Yes,5,586,38640,Number prefix,No,
5,Yes,5,1,25473,Number prefix,Yes,
5,Yes,5,3,120623,Number prefix,No,
5,Yes,5,10,1242,Number prefix,No,
5,Yes,5,14,128196,Number prefix,No,
5,Yes,5,15,13033197,Number prefix,No,
5,Yes,5,18,130652,Number prefix,No,
5,Yes,5,19,130770,Number prefix,No,
5,Yes,5,28,1403408,Number prefix,No,
5,Yes,5,601,4092,Number prefix,No,
5,Yes,5,602,4094,Number prefix,No,
5,Yes,5,612,42378,Number prefix,No,
5,Yes,5,619,440,Number prefix,No,
5,Yes,5,620,441,Number prefix,No,
5,Yes,5,621,442,Number prefix,No,
5,Yes,5,622,443,Number prefix,No,
5,Yes,5,624,444,Number prefix,No,
5,Yes,5,625,445,Number prefix,No,
5,Yes,5,626,446,Number prefix,No,
5,Yes,5,627,4470,Number prefix,No,
5,Yes,5,628,4471,Number prefix,No,
5,Yes,5,629,4472,Number prefix,No,
5,Yes,5,630,4473,Number prefix,No,
5,Yes,5,631,4474,Number prefix,No,
5,Yes,5,633,4475,Number prefix,No,
5,Yes,5,647,448,Number prefix,No,
5,Yes,5,648,449,Number prefix,No,
5,Yes,5,659,4673130,Number prefix,No,
5,Yes,5,661,467354,Number prefix,No,
5,Yes,5,667,47900,Number prefix,No,
5,Yes,5,676,4915890,Number prefix,No,
5,Yes,5,689,50933,Number prefix,No,
5,Yes,5,693,52501,Number prefix,No,
5,Yes,5,697,54115174,Number prefix,No,
5,Yes,5,699,55002,Number prefix,No,
5,Yes,5,700,55003,Number prefix,No,
5,Yes,5,701,55004,Number prefix,No,
5,Yes,5,706,55023,Number prefix,No,
5,Yes,5,707,55031,Number prefix,No,
5,Yes,5,708,55101,Number prefix,No,
5,Yes,5,709,55119,Number prefix,No,
5,Yes,5,710,55219,Number prefix,No,
5,Yes,5,711,55319,Number prefix,No,
5,Yes,5,714,57316,Number prefix,No,
5,Yes,5,717,5939,Number prefix,No,
5,Yes,5,720,59894,Number prefix,No,
5,Yes,5,730,61418,Number prefix,No,
5,Yes,5,739,6422,Number prefix,No,
5,Yes,5,741,65902,Number prefix,No,
5,Yes,5,743,6616,Number prefix,No,
5,Yes,5,744,6618,Number prefix,No,
5,Yes,5,747,66830,Number prefix,No,
5,Yes,5,750,6691,Number prefix,No,
5,Yes,5,751,66938,Number prefix,No,
5,Yes,5,753,67073,Number prefix,No,
5,Yes,5,754,67576,Number prefix,No,
5,Yes,5,757,7095,Number prefix,No,
5,Yes,5,758,7333,Number prefix,No,
5,Yes,5,761,781296,Number prefix,No,
5,Yes,5,764,79017,Number prefix,No,
5,Yes,5,765,790243,Number prefix,No,
5,Yes,5,768,790875,Number prefix,No,
5,Yes,5,773,8180931,Number prefix,No,
5,Yes,5,777,8210291,Number prefix,No,
5,Yes,5,782,8491,Number prefix,No,
5,Yes,5,783,8492,Number prefix,No,
5,Yes,5,785,8498,Number prefix,No,
5,Yes,5,786,852633,Number prefix,No,
5,Yes,5,787,852901,Number prefix,No,
5,Yes,5,793,85368989,Number prefix,No,
5,Yes,5,797,86132,Number prefix,No,
5,Yes,5,799,86137,Number prefix,No,
5,Yes,5,802,86156,Number prefix,No,
5,Yes,5,803,86157,Number prefix,No,
5,Yes,5,804,87077,Number prefix,No,
5,Yes,5,805,88016,Number prefix,No,
5,Yes,5,808,88019,Number prefix,No,
5,Yes,5,982,92304,Number prefix,No,
5,Yes,5,983,92308,Number prefix,No,
5,Yes,5,993,95979,Number prefix,No,
5,Yes,5,994,95997,Number prefix,No,
5,Yes,5,997,96277,Number prefix,No,
5,Yes,5,998,96279,Number prefix,No,
5,Yes,5,1002,96479,Number prefix,No,
5,Yes,5,1007,96655,Number prefix,No,
5,Yes,5,1011,96773,Number prefix,No,
5,Yes,5,1021,97253,Number prefix,No,
5,Yes,5,1027,97477,Number prefix,No,
5,Yes,5,1030,98920,Number prefix,No,
5,Yes,5,1033,993663,Number prefix,No,
5,Yes,5,348,25072,Number prefix,No,Rwanda_convergence_Test
5,Yes,5,349,25073,Number prefix,No,Rwanda_convergence_Test
5,Yes,5,401,25675,Number prefix,No,
5,Yes,5,927,919892,Number prefix,No,
5,Yes,5,358,2519,Number prefix,No,
5,Yes,5,434,26097,Number prefix,No,
5,Yes,5,1026,97455,Number prefix,No,
5,Yes,5,494,2783,Number prefix,No,
5,Yes,5,623,44385,Number prefix,No,
5,Yes,5,1009,96659,Number prefix,No,
5,Yes,5,507,31654,Number prefix,No,
5,Yes,5,515,33689,Number prefix,No,
5,Yes,5,729,61415,Number prefix,No,
5,Yes,5,67,170579,Number prefix,No,
5,Yes,5,637,447785,Number prefix,No,
5,Yes,5,728,61414,Number prefix,No,
5,Yes,5,731,61426,Number prefix,No,
5,Yes,5,732,61430,Number prefix,No,
5,Yes,5,46,151499,Number prefix,No,
5,Yes,5,1081,17058968,Number prefix,No,
5,Yes,5,1082,1807631,Number prefix,No,
5,Yes,5,1083,1647800,Number prefix,No,
5,Yes,5,1095,474171,Number prefix,No,
5,Yes,5,682,49176,Number prefix,No,
5,Yes,5,683,49177,Number prefix,No,
5,Yes,5,89,2011,Number prefix,No,
5,Yes,5,385,25578,Number prefix,No,
5,Yes,5,314,24399,Number prefix,No,
5,Yes,5,1024,97336,Number prefix,No,
5,Yes,5,933,919898,Number prefix,No,
5,Yes,5,1016,97154,Number prefix,No,
5,Yes,5,1015,97150,Number prefix,No,
5,Yes,5,1018,97156,Number prefix,No,
5,Yes,5,412,25779,Number prefix,No,
5,Yes,5,220,234802,Number prefix,No,
5,Yes,5,364,25377,Number prefix,No,
5,Yes,5,1097,25197,Number prefix,No,
5,Yes,5,1005,96650,Number prefix,No,
5,Yes,5,811,88299,Number prefix,No,
5,Yes,5,869,919810,Number prefix,No,
5,Yes,5,1098,253778,Number prefix,No,
5,Yes,5,39,146923,Number prefix,No,
5,Yes,5,43,151255,Number prefix,No,
5,Yes,5,44,151324,Number prefix,No,
5,Yes,5,45,151442,Number prefix,No,
5,Yes,5,47,151577,Number prefix,No,
5,Yes,5,52,160233,Number prefix,No,
5,Yes,5,53,160238,Number prefix,No,
5,Yes,5,59,1647383,Number prefix,No,
5,Yes,5,60,1647384,Number prefix,No,
5,Yes,5,71,180163,Number prefix,No,
5,Yes,5,77,187638,Number prefix,No,
7,Yes,7,110,22170,Number prefix,No,
7,Yes,7,116,223760,Number prefix,No,
7,Yes,7,248,23627,Number prefix,No,
7,Yes,7,249,23672,Number prefix,No,
7,Yes,7,315,24491,Number prefix,No,
7,Yes,7,365,254760,Number prefix,No,
7,Yes,7,366,254763,Number prefix,No,
7,Yes,7,367,25478,Number prefix,No,
7,Yes,7,369,25507,Number prefix,No,
7,Yes,7,413,2579,Number prefix,No,
7,Yes,7,461,26371,Number prefix,No,
7,Yes,7,512,3364162,Number prefix,No,
7,Yes,7,586,38640,Number prefix,No,
7,Yes,7,1,25473,Number prefix,Yes,
7,Yes,7,659,4673130,Number prefix,No,
7,Yes,7,676,4915890,Number prefix,No,
7,Yes,7,708,55101,Number prefix,No,
7,Yes,7,711,55319,Number prefix,No,
7,Yes,7,714,57316,Number prefix,No,
7,Yes,7,720,59894,Number prefix,No,
7,Yes,7,739,6422,Number prefix,No,
7,Yes,7,753,67073,Number prefix,No,
7,Yes,7,793,85368989,Number prefix,No,
7,Yes,7,804,87077,Number prefix,No,
7,Yes,7,1030,98920,Number prefix,No,
7,Yes,7,1033,993663,Number prefix,No,
12,Yes,12,135,22676,Number prefix,No,
12,Yes,12,157,22796,Number prefix,No,
12,Yes,12,184,23276,Number prefix,No,
12,Yes,12,198,23326,Number prefix,No,
12,Yes,12,220,234802,Number prefix,No,
12,Yes,12,244,2356,Number prefix,No,
12,Yes,12,263,24107,Number prefix,No,
12,Yes,12,280,24205,Number prefix,No,
12,Yes,12,314,24399,Number prefix,No,
12,Yes,12,326,24827,Number prefix,No,
12,Yes,12,349,25073,Number prefix,No,
12,Yes,12,365,254760,Number prefix,No,
12,Yes,12,366,254763,Number prefix,No,
12,Yes,12,367,25478,Number prefix,No,
12,Yes,12,385,25578,Number prefix,No,
12,Yes,12,401,25675,Number prefix,No,
12,Yes,12,434,26097,Number prefix,No,
12,Yes,12,443,26133,Number prefix,No,
12,Yes,12,484,26599,Number prefix,No,
12,Yes,12,912,919862,Number prefix,No,
12,Yes,12,1,25473,Number prefix,Yes,
12,Yes,12,869,919810,Number prefix,No,
12,Yes,12,874,919815,Number prefix,No,
12,Yes,12,875,919816,Number prefix,No,
12,Yes,12,888,919829,Number prefix,No,
12,Yes,12,890,919831,Number prefix,No,
12,Yes,12,899,919840,Number prefix,No,
12,Yes,12,904,919845,Number prefix,No,
12,Yes,12,908,919849,Number prefix,No,
12,Yes,12,925,919890,Number prefix,No,
12,Yes,12,927,919892,Number prefix,No,
12,Yes,12,928,919893,Number prefix,No,
12,Yes,12,929,919894,Number prefix,No,
12,Yes,12,930,919895,Number prefix,No,
12,Yes,12,931,919896,Number prefix,No,
12,Yes,12,932,919897,Number prefix,No,
12,Yes,12,933,919898,Number prefix,No,
12,Yes,12,949,919932,Number prefix,No,
12,Yes,12,951,919934,Number prefix,No,
12,Yes,12,952,919935,Number prefix,No,
12,Yes,12,954,919937,Number prefix,No,
12,Yes,12,199,23327,Number prefix,No,TIGO GHANA
12,Yes,12,348,25072,Number prefix,No,
12,Yes,12,1073,24177,Number prefix,No,
12,Yes,12,1074,24174,Number prefix,No,
12,Yes,12,259,24104,Number prefix,No,
12,Yes,12,1120,919954,Number prefix,No,
14,No,14,91,2014,Number prefix,No,
14,No,14,95,21197,Number prefix,No,
14,No,14,101,21361,Number prefix,No,
14,No,14,103,21622,Number prefix,No,
14,No,14,105,21891,Number prefix,No,
14,No,14,106,2206,Number prefix,No,
14,No,14,110,22170,Number prefix,No,
14,No,14,113,222363,Number prefix,No,
14,No,14,114,22263,Number prefix,No,
14,No,14,115,223667,Number prefix,No,
14,No,14,116,223760,Number prefix,No,
14,No,14,117,22463,Number prefix,No,
14,No,14,119,225030,Number prefix,No,
14,No,14,121,22507,Number prefix,No,
14,No,14,122,2260,Number prefix,No,
14,No,14,123,2261,Number prefix,No,
14,No,14,124,2262,Number prefix,No,
14,No,14,125,2263,Number prefix,No,
14,No,14,126,2264,Number prefix,No,
14,No,14,127,2265,Number prefix,No,
14,No,14,128,2266,Number prefix,No,
14,No,14,129,22670,Number prefix,No,
14,No,14,130,22671,Number prefix,No,
14,No,14,131,22672,Number prefix,No,
14,No,14,132,22673,Number prefix,No,
14,No,14,133,22674,Number prefix,No,
14,No,14,134,22675,Number prefix,No,
14,No,14,136,22677,Number prefix,No,
14,No,14,137,22678,Number prefix,No,
14,No,14,139,22679,Number prefix,No,
14,No,14,140,2268,Number prefix,No,
14,No,14,141,2269,Number prefix,No,
14,No,14,142,2270,Number prefix,No,
14,No,14,143,2271,Number prefix,No,
14,No,14,144,2272,Number prefix,No,
14,No,14,145,2273,Number prefix,No,
14,No,14,146,2274,Number prefix,No,
14,No,14,147,2275,Number prefix,No,
14,No,14,148,2276,Number prefix,No,
14,No,14,149,2277,Number prefix,No,
14,No,14,150,2278,Number prefix,No,
14,No,14,151,22790,Number prefix,No,
14,No,14,152,22791,Number prefix,No,
14,No,14,153,22792,Number prefix,No,
14,No,14,154,22793,Number prefix,No,
14,No,14,155,22794,Number prefix,No,
14,No,14,156,22795,Number prefix,No,
14,No,14,158,22797,Number prefix,No,
14,No,14,159,22798,Number prefix,No,
14,No,14,160,22799,Number prefix,No,
14,No,14,162,22894,Number prefix,No,
14,No,14,168,2315,Number prefix,No,
14,No,14,171,2320,Number prefix,No,
14,No,14,172,2321,Number prefix,No,
14,No,14,173,2322,Number prefix,No,
14,No,14,174,2323,Number prefix,No,
14,No,14,175,2324,Number prefix,No,
14,No,14,176,2325,Number prefix,No,
14,No,14,177,2326,Number prefix,No,
14,No,14,178,23270,Number prefix,No,
14,No,14,179,23271,Number prefix,No,
14,No,14,180,23272,Number prefix,No,
14,No,14,181,23273,Number prefix,No,
14,No,14,182,23274,Number prefix,No,
14,No,14,183,23275,Number prefix,No,
14,No,14,186,23278,Number prefix,No,
14,No,14,187,23279,Number prefix,No,
14,No,14,188,2328,Number prefix,No,
14,No,14,189,2329,Number prefix,No,
14,No,14,190,2330,Number prefix,No,
14,No,14,191,2331,Number prefix,No,
14,No,14,192,23320,Number prefix,No,
14,No,14,193,23321,Number prefix,No,
14,No,14,194,23322,Number prefix,No,
14,No,14,195,23323,Number prefix,No,
14,No,14,196,23324,Number prefix,No,
14,No,14,197,23325,Number prefix,No,
14,No,14,200,23328,Number prefix,No,
14,No,14,201,23329,Number prefix,No,
14,No,14,202,2333,Number prefix,No,
14,No,14,203,2334,Number prefix,No,
14,No,14,204,2335,Number prefix,No,
14,No,14,205,23354,Number prefix,No,
14,No,14,206,2336,Number prefix,No,
14,No,14,207,2337,Number prefix,No,
14,No,14,208,2338,Number prefix,No,
14,No,14,209,2339,Number prefix,No,
14,No,14,210,2340,Number prefix,No,
14,No,14,211,2341,Number prefix,No,
14,No,14,212,2342,Number prefix,No,
14,No,14,213,2343,Number prefix,No,
14,No,14,214,2344,Number prefix,No,
14,No,14,215,2345,Number prefix,No,
14,No,14,216,2346,Number prefix,No,
14,No,14,217,2347,Number prefix,No,
14,No,14,218,234800,Number prefix,No,
14,No,14,219,234801,Number prefix,No,
14,No,14,221,234803,Number prefix,No,
14,No,14,222,234804,Number prefix,No,
14,No,14,223,234805,Number prefix,No,
14,No,14,224,234806,Number prefix,No,
14,No,14,225,234807,Number prefix,No,
14,No,14,226,234808,Number prefix,No,
14,No,14,227,234809,Number prefix,No,
14,No,14,228,23481,Number prefix,No,
14,No,14,229,23482,Number prefix,No,
14,No,14,230,23483,Number prefix,No,
14,No,14,231,23484,Number prefix,No,
14,No,14,232,23485,Number prefix,No,
14,No,14,233,23486,Number prefix,No,
14,No,14,234,23487,Number prefix,No,
14,No,14,235,23488,Number prefix,No,
14,No,14,236,23489,Number prefix,No,
14,No,14,237,2349,Number prefix,No,
14,No,14,238,2350,Number prefix,No,
14,No,14,239,2351,Number prefix,No,
14,No,14,240,2352,Number prefix,No,
14,No,14,241,2353,Number prefix,No,
14,No,14,242,2354,Number prefix,No,
14,No,14,243,2355,Number prefix,No,
14,No,14,245,2357,Number prefix,No,
14,No,14,246,2358,Number prefix,No,
14,No,14,247,2359,Number prefix,No,
14,No,14,248,23627,Number prefix,No,
14,No,14,249,23672,Number prefix,No,
14,No,14,250,23675,Number prefix,No,
14,No,14,254,24055,Number prefix,No,
14,No,14,255,24100,Number prefix,No,
14,No,14,256,24101,Number prefix,No,
14,No,14,257,24102,Number prefix,No,
14,No,14,258,24103,Number prefix,No,
14,No,14,260,24105,Number prefix,No,
14,No,14,261,2410530,Number prefix,No,
14,No,14,262,24106,Number prefix,No,
14,No,14,264,24108,Number prefix,No,
14,No,14,265,24109,Number prefix,No,
14,No,14,266,2411,Number prefix,No,
14,No,14,267,2412,Number prefix,No,
14,No,14,268,2413,Number prefix,No,
14,No,14,269,2414,Number prefix,No,
14,No,14,270,2415,Number prefix,No,
14,No,14,271,2416,Number prefix,No,
14,No,14,272,2417,Number prefix,No,
14,No,14,273,2418,Number prefix,No,
14,No,14,274,2419,Number prefix,No,
14,No,14,275,24200,Number prefix,No,
14,No,14,276,24201,Number prefix,No,
14,No,14,277,24202,Number prefix,No,
14,No,14,278,24203,Number prefix,No,
14,No,14,279,24204,Number prefix,No,
14,No,14,281,24206,Number prefix,No,
14,No,14,282,24207,Number prefix,No,
14,No,14,283,24208,Number prefix,No,
14,No,14,284,24209,Number prefix,No,
14,No,14,285,2421,Number prefix,No,
14,No,14,286,2422,Number prefix,No,
14,No,14,287,2423,Number prefix,No,
14,No,14,288,2424,Number prefix,No,
14,No,14,289,2426,Number prefix,No,
14,No,14,290,2427,Number prefix,No,
14,No,14,291,2428,Number prefix,No,
14,No,14,292,2429,Number prefix,No,
14,No,14,293,2430,Number prefix,No,
14,No,14,294,2431,Number prefix,No,
14,No,14,295,2432,Number prefix,No,
14,No,14,296,2433,Number prefix,No,
14,No,14,297,2434,Number prefix,No,
14,No,14,298,2435,Number prefix,No,
14,No,14,299,2436,Number prefix,No,
14,No,14,300,2437,Number prefix,No,
14,No,14,301,2438,Number prefix,No,
14,No,14,302,24381,Number prefix,No,
14,No,14,303,24384,Number prefix,No,
14,No,14,304,24389,Number prefix,No,
14,No,14,305,24390,Number prefix,No,
14,No,14,306,24391,Number prefix,No,
14,No,14,307,24392,Number prefix,No,
14,No,14,308,24393,Number prefix,No,
14,No,14,309,24394,Number prefix,No,
14,No,14,310,24395,Number prefix,No,
14,No,14,311,24396,Number prefix,No,
14,No,14,312,24397,Number prefix,No,
14,No,14,313,24398,Number prefix,No,
14,No,14,315,24491,Number prefix,No,
14,No,14,317,2480,Number prefix,No,
14,No,14,318,2481,Number prefix,No,
14,No,14,319,24820,Number prefix,No,
14,No,14,320,24821,Number prefix,No,
14,No,14,321,24822,Number prefix,No,
14,No,14,322,24823,Number prefix,No,
14,No,14,323,24824,Number prefix,No,
14,No,14,324,24825,Number prefix,No,
14,No,14,325,24826,Number prefix,No,
14,No,14,327,24828,Number prefix,No,
14,No,14,328,24829,Number prefix,No,
14,No,14,329,2483,Number prefix,No,
14,No,14,330,2484,Number prefix,No,
14,No,14,331,2485,Number prefix,No,
14,No,14,332,2486,Number prefix,No,
14,No,14,333,2488,Number prefix,No,
14,No,14,334,2489,Number prefix,No,
