Roaming Scheme ID,Allow Roaming,Roaming Scheme Name,Roaming SGSN ID,SGSN Number,Number Type,Local SGSN,Description
3,Yes,3,677,49160,Number prefix,No,
3,Yes,3,678,49170,Number prefix,No,
3,Yes,3,679,49171,Number prefix,No,
3,Yes,3,680,49172,Number prefix,No,
3,Yes,3,681,49175,Number prefix,No,
3,Yes,3,682,49176,Number prefix,No,
3,Yes,3,683,49177,Number prefix,No,
3,Yes,3,685,502530,Number prefix,No,
3,Yes,3,687,506300,Number prefix,No,
3,Yes,3,688,50769,Number prefix,No,
3,Yes,3,689,50933,Number prefix,No,
3,Yes,3,690,5119815,Number prefix,No,
3,Yes,3,691,51198150,Number prefix,No,
3,Yes,3,692,52333,Number prefix,No,
3,Yes,3,1127,420733,Number prefix,No,
3,Yes,3,1129,7495,Number prefix,No,
3,Yes,3,693,52501,Number prefix,No,
3,Yes,3,694,52551,Number prefix,No,
3,Yes,3,695,52941,Number prefix,No,
3,Yes,3,696,52942,Number prefix,No,
3,Yes,3,697,54115174,Number prefix,No,
3,Yes,3,698,5434,Number prefix,No,
3,Yes,3,699,55002,Number prefix,No,
3,Yes,3,700,55003,Number prefix,No,
3,Yes,3,701,55004,Number prefix,No,
3,Yes,3,702,55005,Number prefix,No,
3,Yes,3,703,55006,Number prefix,No,
3,Yes,3,704,55010,Number prefix,No,
3,Yes,3,705,55011,Number prefix,No,
3,Yes,3,706,55023,Number prefix,No,
3,Yes,3,707,55031,Number prefix,No,
3,Yes,3,708,55101,Number prefix,No,
3,Yes,3,709,55119,Number prefix,No,
3,Yes,3,710,55219,Number prefix,No,
3,Yes,3,711,55319,Number prefix,No,
3,Yes,3,712,56920,Number prefix,No,
3,Yes,3,713,56982,Number prefix,No,
3,Yes,3,714,57316,Number prefix,No,
3,Yes,3,715,58412,Number prefix,No,
3,Yes,3,716,59035,Number prefix,No,
3,Yes,3,717,5939,Number prefix,No,
3,Yes,3,718,59394,Number prefix,No,
3,Yes,3,719,59598,Number prefix,No,
3,Yes,3,720,59894,Number prefix,No,
3,Yes,3,722,6012,Number prefix,No,
3,Yes,3,723,6013,Number prefix,No,
3,Yes,3,724,6016,Number prefix,No,
3,Yes,3,725,6019,Number prefix,No,
3,Yes,3,726,61408,Number prefix,No,
3,Yes,3,727,61411,Number prefix,No,
3,Yes,3,728,61414,Number prefix,No,
3,Yes,3,729,61415,Number prefix,No,
3,Yes,3,730,61418,Number prefix,No,
3,Yes,3,731,61426,Number prefix,No,
3,Yes,3,732,61430,Number prefix,No,
3,Yes,3,733,62811,Number prefix,No,
3,Yes,3,734,62816,Number prefix,No,
3,Yes,3,735,62818,Number prefix,No,
3,Yes,3,736,63917,Number prefix,No,
3,Yes,3,737,63918,Number prefix,No,
3,Yes,3,738,6421,Number prefix,No,
3,Yes,3,739,6422,Number prefix,No,
3,Yes,3,740,659,Number prefix,No,
3,Yes,3,741,65902,Number prefix,No,
3,Yes,3,742,659854,Number prefix,No,
3,Yes,3,743,6616,Number prefix,No,
3,Yes,3,744,6618,Number prefix,No,
3,Yes,3,745,66816,Number prefix,No,
3,Yes,3,746,66818,Number prefix,No,
3,Yes,3,747,66830,Number prefix,No,
3,Yes,3,748,6685369,Number prefix,No,
3,Yes,3,749,66891,Number prefix,No,
3,Yes,3,750,6691,Number prefix,No,
3,Yes,3,751,66938,Number prefix,No,
3,Yes,3,752,66950,Number prefix,No,
3,Yes,3,753,67073,Number prefix,No,
3,Yes,3,754,67576,Number prefix,No,
3,Yes,3,755,67784,Number prefix,No,
3,Yes,3,757,7095,Number prefix,No,
3,Yes,3,758,7333,Number prefix,No,
3,Yes,3,759,7705,Number prefix,No,
3,Yes,3,1130,7980,Number prefix,No,
3,Yes,3,760,7707,Number prefix,No,
3,Yes,3,761,781296,Number prefix,No,
3,Yes,3,762,7831,Number prefix,No,
3,Yes,3,763,7865,Number prefix,No,
3,Yes,3,764,79017,Number prefix,No,
3,Yes,3,765,790243,Number prefix,No,
3,Yes,3,766,790254,Number prefix,No,
3,Yes,3,767,79037,Number prefix,No,
3,Yes,3,768,790875,Number prefix,No,
3,Yes,3,769,79160,Number prefix,No,
3,Yes,3,770,79167,Number prefix,No,
3,Yes,3,771,792,Number prefix,No,
3,Yes,3,773,8180931,Number prefix,No,
3,Yes,3,774,8190542,Number prefix,No,
3,Yes,3,775,8190665,Number prefix,No,
3,Yes,3,776,821020,Number prefix,No,
3,Yes,3,777,8210291,Number prefix,No,
3,Yes,3,778,8211,Number prefix,No,
3,Yes,3,779,8216,Number prefix,No,
3,Yes,3,781,8490,Number prefix,No,
3,Yes,3,782,8491,Number prefix,No,
3,Yes,3,783,8492,Number prefix,No,
3,Yes,3,784,8497,Number prefix,No,
3,Yes,3,785,8498,Number prefix,No,
3,Yes,3,786,852633,Number prefix,No,
3,Yes,3,787,852901,Number prefix,No,
3,Yes,3,788,852902,Number prefix,No,
3,Yes,3,789,852920,Number prefix,No,
3,Yes,3,790,852923,Number prefix,No,
3,Yes,3,791,852949,Number prefix,No,
3,Yes,3,792,853634,Number prefix,No,
3,Yes,3,793,85368989,Number prefix,No,
3,Yes,3,794,85511,Number prefix,No,
3,Yes,3,795,85516,Number prefix,No,
3,Yes,3,796,86130,Number prefix,No,
3,Yes,3,797,86132,Number prefix,No,
3,Yes,3,799,86137,Number prefix,No,
3,Yes,3,800,86138,Number prefix,No,
3,Yes,3,801,86139,Number prefix,No,
3,Yes,3,802,86156,Number prefix,No,
3,Yes,3,803,86157,Number prefix,No,
3,Yes,3,804,87077,Number prefix,No,
3,Yes,3,805,88016,Number prefix,No,
3,Yes,3,806,88017,Number prefix,No,
3,Yes,3,807,88018,Number prefix,No,
3,Yes,3,808,88019,Number prefix,No,
3,Yes,3,809,88216,Number prefix,No,
3,Yes,3,810,88298,Number prefix,No,
3,Yes,3,811,88299,Number prefix,No,
3,Yes,3,813,886935,Number prefix,No,
3,Yes,3,815,90505,Number prefix,No,
3,Yes,3,816,90532,Number prefix,No,
3,Yes,3,817,90533,Number prefix,No,
3,Yes,3,818,90535,Number prefix,No,
3,Yes,3,819,90542,Number prefix,No,
3,Yes,3,820,905428,Number prefix,No,
3,Yes,3,821,905429,Number prefix,No,
3,Yes,3,822,90559,Number prefix,No,
3,Yes,3,869,919810,Number prefix,No,
3,Yes,3,874,919815,Number prefix,No,
3,Yes,3,875,919816,Number prefix,No,
3,Yes,3,888,919829,Number prefix,No,
3,Yes,3,890,919831,Number prefix,No,
3,Yes,3,899,919840,Number prefix,No,
3,Yes,3,904,919845,Number prefix,No,
3,Yes,3,908,919849,Number prefix,No,
3,Yes,3,925,919890,Number prefix,No,
3,Yes,3,927,919892,Number prefix,No,
3,Yes,3,928,919893,Number prefix,No,
3,Yes,3,929,919894,Number prefix,No,
3,Yes,3,930,919895,Number prefix,No,
3,Yes,3,931,919896,Number prefix,No,
3,Yes,3,932,919897,Number prefix,No,
3,Yes,3,933,919898,Number prefix,No,
3,Yes,3,949,919932,Number prefix,No,
3,Yes,3,951,919934,Number prefix,No,
3,Yes,3,952,919935,Number prefix,No,
3,Yes,3,954,919937,Number prefix,No,
3,Yes,3,1121,67387,Number prefix,No,
3,Yes,3,1122,673894,Number prefix,No,
3,Yes,3,981,92300,Number prefix,No,
3,Yes,3,982,92304,Number prefix,No,
3,Yes,3,983,92308,Number prefix,No,
3,Yes,3,984,9231,Number prefix,No,
3,Yes,3,985,92333,Number prefix,No,
3,Yes,3,986,9377,Number prefix,No,
3,Yes,3,987,9378,Number prefix,No,
3,Yes,3,988,9379,Number prefix,No,
3,Yes,3,991,9475,Number prefix,No,
3,Yes,3,993,95979,Number prefix,No,
3,Yes,3,994,95997,Number prefix,No,
3,Yes,3,995,96096,Number prefix,No,
3,Yes,3,996,96139,Number prefix,No,
3,Yes,3,997,96277,Number prefix,No,
3,Yes,3,998,96279,Number prefix,No,
3,Yes,3,999,96394,Number prefix,No,
3,Yes,3,1000,9647701,Number prefix,No,
3,Yes,3,1001,9647802,Number prefix,No,
3,Yes,3,1002,96479,Number prefix,No,
3,Yes,3,1003,9656,Number prefix,No,
3,Yes,3,1004,96596,Number prefix,No,
3,Yes,3,1005,96650,Number prefix,No,
3,Yes,3,1006,96654,Number prefix,No,
3,Yes,3,1007,96655,Number prefix,No,
3,Yes,3,1008,96656,Number prefix,No,
3,Yes,3,1009,96659,Number prefix,No,
3,Yes,3,1010,96771,Number prefix,No,
3,Yes,3,1011,96773,Number prefix,No,
3,Yes,3,1013,96892,Number prefix,No,
3,Yes,3,1014,96899,Number prefix,No,
3,Yes,3,1015,97150,Number prefix,No,
3,Yes,3,1016,97154,Number prefix,No,
3,Yes,3,1060,158758,Number prefix,No,
3,Yes,3,1061,1647213,Number prefix,No,
3,Yes,3,1018,97156,Number prefix,No,
3,Yes,3,1019,97250,Number prefix,No,
3,Yes,3,1020,97252,Number prefix,No,
3,Yes,3,1021,97253,Number prefix,No,
3,Yes,3,1022,97254,Number prefix,No,
3,Yes,3,1023,97259,Number prefix,No,
3,Yes,3,1024,97336,Number prefix,No,
3,Yes,3,1025,97339,Number prefix,No,
3,Yes,3,1026,97455,Number prefix,No,
3,Yes,3,1027,97477,Number prefix,No,
3,Yes,3,1028,977985,Number prefix,No,
3,Yes,3,1029,98911,Number prefix,No,
3,Yes,3,1030,98920,Number prefix,No,
3,Yes,3,1031,98935,Number prefix,No,
3,Yes,3,1032,99293,Number prefix,No,
3,Yes,3,1033,993663,Number prefix,No,
3,Yes,3,1034,99577,Number prefix,No,
3,Yes,3,1035,99599,Number prefix,No,
3,Yes,3,1036,99893,Number prefix,No,
3,Yes,3,199,23327,Number prefix,No,TIGO GHANA
3,Yes,3,1063,164785,Number prefix,No,
3,Yes,3,1065,143720,Number prefix,No,
3,Yes,3,1066,128989,Number prefix,No,
3,Yes,3,1067,143785,Number prefix,No,
3,Yes,3,1068,143855,Number prefix,No,
3,Yes,3,1069,143885,Number prefix,No,
3,Yes,3,1070,182558,Number prefix,No,
3,Yes,3,1071,123658,Number prefix,No,
3,Yes,3,1072,123685,Number prefix,No,
3,Yes,3,1073,24177,Number prefix,No,
3,Yes,3,1074,24174,Number prefix,No,
3,Yes,3,259,24104,Number prefix,No,
3,Yes,3,1077,447430,Number prefix,No,
3,Yes,3,1081,17058968,Number prefix,No,
3,Yes,3,1082,1807631,Number prefix,No,
3,Yes,3,1083,1647800,Number prefix,No,
3,Yes,3,1084,1678667,Number prefix,No,
3,Yes,3,1085,1970376,Number prefix,No,
3,Yes,3,1086,1260577,Number prefix,No,
3,Yes,3,1087,1260530,Number prefix,No,
3,Yes,3,1088,1209904,Number prefix,No,
3,Yes,3,1089,1605408,Number prefix,No,
3,Yes,3,1090,1312314,Number prefix,No,
3,Yes,3,1091,1231203,Number prefix,No,
3,Yes,3,1092,1907599,Number prefix,No,
3,Yes,3,1093,1704502,Number prefix,No,
3,Yes,3,1094,8829800202,Number prefix,No,
3,Yes,3,1095,474171,Number prefix,No,
3,Yes,3,1096,34648,Number prefix,No,
3,Yes,3,1101,447782,Number prefix,No,
3,Yes,3,1102,85593,Number prefix,No,
3,Yes,3,1104,25771,Number prefix,No,
3,Yes,3,1105,25772,Number prefix,No,
3,Yes,3,1106,24166,Number prefix,No,
3,Yes,3,1107,61481,Number prefix,No,Optus_Mobile_Australia
3,Yes,3,1108,26373,Number prefix,No,Telecel_Zimbabwe
3,Yes,3,1109,66923,Number prefix,No,Advanced_Wireless_Bridge_Thailand
3,Yes,3,1110,86145,Number prefix,No,China_Unicom
3,Yes,3,1111,86155,Number prefix,No,China_Unicom
3,Yes,3,1112,86175,Number prefix,No,China_Unicom
3,Yes,3,1113,86176,Number prefix,No,China_Unicom
3,Yes,3,1114,86185,Number prefix,No,China_Unicom
3,Yes,3,1115,86186,Number prefix,No,China_Unicom
3,Yes,3,1116,8610646,Number prefix,No,China_Unicom
3,Yes,3,1117,86166,Number prefix,No,China_Unicom
3,Yes,3,1123,673869,Number prefix,No,
3,Yes,3,1124,67374,Number prefix,No,
3,Yes,3,1125,67384,Number prefix,No,
3,Yes,3,1126,5255,Number prefix,No,AT&T_Mexico
3,Yes,3,1131,7987,Number prefix,No,
3,Yes,3,1132,7988,Number prefix,No,
3,Yes,3,1128,791,Number prefix,No,
3,Yes,3,129,22670,Number prefix,No,
3,Yes,3,1145,29824,Number prefix,No,FaroeseTel_Faroe-Island
3,Yes,3,1148,2694,Number prefix,No,TELCO_S.A._Comoros
3,Yes,3,1157,21198,Number,No,
3,Yes,3,39,146923,Number prefix,No,
3,Yes,3,40,1494725,Number prefix,No,
3,Yes,3,41,150351,Number prefix,No,
3,Yes,3,42,150545,Number prefix,No,
3,Yes,3,43,151255,Number prefix,No,
3,Yes,3,44,151324,Number prefix,No,
3,Yes,3,45,151442,Number prefix,No,
3,Yes,3,47,151577,Number prefix,No,
3,Yes,3,48,154084,Number prefix,No,
3,Yes,3,49,154084893,Number prefix,No,
3,Yes,3,50,1541287,Number prefix,No,
3,Yes,3,51,156227,Number prefix,No,
3,Yes,3,52,160233,Number prefix,No,
3,Yes,3,53,160238,Number prefix,No,
3,Yes,3,54,1604348,Number prefix,No,
3,Yes,3,55,160540,Number prefix,No,
3,Yes,3,56,1636384,Number prefix,No,
3,Yes,3,57,164662,Number prefix,No,
3,Yes,3,59,1647383,Number prefix,No,
3,Yes,3,60,1647384,Number prefix,No,
3,Yes,3,61,164758,Number prefix,No,
3,Yes,3,62,167866,Number prefix,No,
3,Yes,3,63,16787618,Number prefix,No,
3,Yes,3,64,170434,Number prefix,No,
3,Yes,3,65,1704410,Number prefix,No,
3,Yes,3,66,170450,Number prefix,No,
3,Yes,3,67,170579,Number prefix,No,
3,Yes,3,68,171720,Number prefix,No,
3,Yes,3,69,177858,Number prefix,No,
3,Yes,3,70,1787590,Number prefix,No,
3,Yes,3,71,180163,Number prefix,No,
3,Yes,3,72,180185,Number prefix,No,
3,Yes,3,73,180825,Number prefix,No,
3,Yes,3,74,180985,Number prefix,No,
3,Yes,3,75,181326,Number prefix,No,
3,Yes,3,76,182996,Number prefix,No,
3,Yes,3,77,187638,Number prefix,No,
3,Yes,3,78,187681,Number prefix,No,
3,Yes,3,79,1902718,Number prefix,No,
3,Yes,3,80,190561,Number prefix,No,
3,Yes,3,81,190759,Number prefix,No,
4,No,4,91,2014,Number prefix,No,
4,No,4,95,21197,Number prefix,No,
4,No,4,101,21361,Number prefix,No,
4,No,4,103,21622,Number prefix,No,
4,No,4,105,21891,Number prefix,No,
4,No,4,106,2206,Number prefix,No,
4,No,4,110,22170,Number prefix,No,
4,No,4,113,222363,Number prefix,No,
4,No,4,114,22263,Number prefix,No,
4,No,4,115,223667,Number prefix,No,
4,No,4,116,223760,Number prefix,No,
4,No,4,117,22463,Number prefix,No,
4,No,4,119,225030,Number prefix,No,
4,No,4,121,22507,Number prefix,No,
4,No,4,122,2260,Number prefix,No,
4,No,4,123,2261,Number prefix,No,
4,No,4,124,2262,Number prefix,No,
4,No,4,125,2263,Number prefix,No,
4,No,4,126,2264,Number prefix,No,
4,No,4,127,2265,Number prefix,No,
4,No,4,128,2266,Number prefix,No,
4,No,4,129,22670,Number prefix,No,
4,No,4,130,22671,Number prefix,No,
4,No,4,131,22672,Number prefix,No,
4,No,4,132,22673,Number prefix,No,
4,No,4,133,22674,Number prefix,No,
4,No,4,134,22675,Number prefix,No,
4,No,4,136,22677,Number prefix,No,
4,No,4,137,22678,Number prefix,No,
4,No,4,139,22679,Number prefix,No,
4,No,4,140,2268,Number prefix,No,
4,No,4,141,2269,Number prefix,No,
4,No,4,142,2270,Number prefix,No,
4,No,4,143,2271,Number prefix,No,
4,No,4,144,2272,Number prefix,No,
4,No,4,145,2273,Number prefix,No,
4,No,4,146,2274,Number prefix,No,
4,No,4,147,2275,Number prefix,No,
4,No,4,148,2276,Number prefix,No,
4,No,4,149,2277,Number prefix,No,
4,No,4,150,2278,Number prefix,No,
4,No,4,151,22790,Number prefix,No,
4,No,4,152,22791,Number prefix,No,
4,No,4,153,22792,Number prefix,No,
4,No,4,154,22793,Number prefix,No,
4,No,4,155,22794,Number prefix,No,
4,No,4,156,22795,Number prefix,No,
4,No,4,158,22797,Number prefix,No,
4,No,4,159,22798,Number prefix,No,
4,No,4,160,22799,Number prefix,No,
4,No,4,162,22894,Number prefix,No,
4,No,4,168,2315,Number prefix,No,
4,No,4,171,2320,Number prefix,No,
4,No,4,172,2321,Number prefix,No,
4,No,4,173,2322,Number prefix,No,
4,No,4,174,2323,Number prefix,No,
4,No,4,175,2324,Number prefix,No,
4,No,4,176,2325,Number prefix,No,
4,No,4,177,2326,Number prefix,No,
4,No,4,178,23270,Number prefix,No,
4,No,4,179,23271,Number prefix,No,
4,No,4,180,23272,Number prefix,No,
4,No,4,181,23273,Number prefix,No,
4,No,4,182,23274,Number prefix,No,
4,No,4,183,23275,Number prefix,No,
4,No,4,186,23278,Number prefix,No,
4,No,4,187,23279,Number prefix,No,
4,No,4,188,2328,Number prefix,No,
4,No,4,189,2329,Number prefix,No,
4,No,4,190,2330,Number prefix,No,
4,No,4,191,2331,Number prefix,No,
4,No,4,192,23320,Number prefix,No,
4,No,4,193,23321,Number prefix,No,
4,No,4,194,23322,Number prefix,No,
4,No,4,195,23323,Number prefix,No,
4,No,4,196,23324,Number prefix,No,
4,No,4,197,23325,Number prefix,No,
4,No,4,200,23328,Number prefix,No,
4,No,4,201,23329,Number prefix,No,
4,No,4,202,2333,Number prefix,No,
4,No,4,203,2334,Number prefix,No,
4,No,4,204,2335,Number prefix,No,
4,No,4,205,23354,Number prefix,No,
4,No,4,206,2336,Number prefix,No,
4,No,4,207,2337,Number prefix,No,
4,No,4,208,2338,Number prefix,No,
4,No,4,209,2339,Number prefix,No,
4,No,4,210,2340,Number prefix,No,
4,No,4,211,2341,Number prefix,No,
4,No,4,212,2342,Number prefix,No,
4,No,4,213,2343,Number prefix,No,
4,No,4,214,2344,Number prefix,No,
4,No,4,215,2345,Number prefix,No,
4,No,4,216,2346,Number prefix,No,
4,No,4,217,2347,Number prefix,No,
4,No,4,218,234800,Number prefix,No,
4,No,4,219,234801,Number prefix,No,
4,No,4,221,234803,Number prefix,No,
4,No,4,222,234804,Number prefix,No,
4,No,4,223,234805,Number prefix,No,
4,No,4,224,234806,Number prefix,No,
4,No,4,225,234807,Number prefix,No,
4,No,4,226,234808,Number prefix,No,
4,No,4,227,234809,Number prefix,No,
4,No,4,228,23481,Number prefix,No,
4,No,4,229,23482,Number prefix,No,
4,No,4,230,23483,Number prefix,No,
4,No,4,231,23484,Number prefix,No,
4,No,4,232,23485,Number prefix,No,
4,No,4,233,23486,Number prefix,No,
4,No,4,234,23487,Number prefix,No,
4,No,4,235,23488,Number prefix,No,
4,No,4,236,23489,Number prefix,No,
4,No,4,237,2349,Number prefix,No,
4,No,4,238,2350,Number prefix,No,
4,No,4,239,2351,Number prefix,No,
4,No,4,240,2352,Number prefix,No,
4,No,4,241,2353,Number prefix,No,
4,No,4,242,2354,Number prefix,No,
4,No,4,243,2355,Number prefix,No,
4,No,4,245,2357,Number prefix,No,
4,No,4,246,2358,Number prefix,No,
4,No,4,247,2359,Number prefix,No,
4,No,4,248,23627,Number prefix,No,
4,No,4,249,23672,Number prefix,No,
4,No,4,250,23675,Number prefix,No,
4,No,4,254,24055,Number prefix,No,
4,No,4,255,24100,Number prefix,No,
4,No,4,256,24101,Number prefix,No,
4,No,4,257,24102,Number prefix,No,
4,No,4,258,24103,Number prefix,No,
4,No,4,260,24105,Number prefix,No,
4,No,4,261,2410530,Number prefix,No,
4,No,4,262,24106,Number prefix,No,
4,No,4,264,24108,Number prefix,No,
4,No,4,265,24109,Number prefix,No,
4,No,4,266,2411,Number prefix,No,
4,No,4,267,2412,Number prefix,No,
4,No,4,268,2413,Number prefix,No,
4,No,4,269,2414,Number prefix,No,
4,No,4,270,2415,Number prefix,No,
4,No,4,271,2416,Number prefix,No,
4,No,4,272,2417,Number prefix,No,
4,No,4,273,2418,Number prefix,No,
4,No,4,274,2419,Number prefix,No,
4,No,4,275,24200,Number prefix,No,
4,No,4,276,24201,Number prefix,No,
4,No,4,277,24202,Number prefix,No,
4,No,4,278,24203,Number prefix,No,
4,No,4,279,24204,Number prefix,No,
4,No,4,281,24206,Number prefix,No,
4,No,4,282,24207,Number prefix,No,
4,No,4,283,24208,Number prefix,No,
4,No,4,284,24209,Number prefix,No,
4,No,4,285,2421,Number prefix,No,
4,No,4,286,2422,Number prefix,No,
4,No,4,287,2423,Number prefix,No,
4,No,4,288,2424,Number prefix,No,
4,No,4,289,2426,Number prefix,No,
4,No,4,290,2427,Number prefix,No,
4,No,4,291,2428,Number prefix,No,
4,No,4,292,2429,Number prefix,No,
4,No,4,293,2430,Number prefix,No,
4,No,4,294,2431,Number prefix,No,
4,No,4,295,2432,Number prefix,No,
4,No,4,296,2433,Number prefix,No,
4,No,4,297,2434,Number prefix,No,
4,No,4,298,2435,Number prefix,No,
4,No,4,299,2436,Number prefix,No,
4,No,4,300,2437,Number prefix,No,
4,No,4,301,2438,Number prefix,No,
4,No,4,302,24381,Number prefix,No,
4,No,4,303,24384,Number prefix,No,
4,No,4,304,24389,Number prefix,No,
4,No,4,305,24390,Number prefix,No,
4,No,4,306,24391,Number prefix,No,
4,No,4,307,24392,Number prefix,No,
4,No,4,308,24393,Number prefix,No,
4,No,4,309,24394,Number prefix,No,
4,No,4,310,24395,Number prefix,No,
4,No,4,311,24396,Number prefix,No,
4,No,4,312,24397,Number prefix,No,
4,No,4,313,24398,Number prefix,No,
4,No,4,315,24491,Number prefix,No,
4,No,4,317,2480,Number prefix,No,
4,No,4,318,2481,Number prefix,No,
4,No,4,319,24820,Number prefix,No,
4,No,4,320,24821,Number prefix,No,
4,No,4,321,24822,Number prefix,No,
4,No,4,322,24823,Number prefix,No,
4,No,4,323,24824,Number prefix,No,
4,No,4,324,24825,Number prefix,No,
4,No,4,325,24826,Number prefix,No,
4,No,4,327,24828,Number prefix,No,
4,No,4,328,24829,Number prefix,No,
4,No,4,329,2483,Number prefix,No,
4,No,4,330,2484,Number prefix,No,
4,No,4,331,2485,Number prefix,No,
4,No,4,332,2486,Number prefix,No,
4,No,4,333,2488,Number prefix,No,
4,No,4,334,2489,Number prefix,No,
4,No,4,335,24912,Number prefix,No,
4,No,4,339,24996,Number prefix,No,
4,No,4,340,2501,Number prefix,No,
4,No,4,341,2502,Number prefix,No,
4,No,4,342,2503,Number prefix,No,
4,No,4,343,2504,Number prefix,No,
4,No,4,344,2505,Number prefix,No,
4,No,4,345,2506,Number prefix,No,
4,No,4,346,25070,Number prefix,No,
4,No,4,347,25071,Number prefix,No,
4,No,4,350,25074,Number prefix,No,
4,No,4,351,25075,Number prefix,No,
4,No,4,352,25076,Number prefix,No,
4,No,4,353,25077,Number prefix,No,
4,No,4,354,25078,Number prefix,No,
4,No,4,355,25079,Number prefix,No,
4,No,4,356,2508,Number prefix,No,
4,No,4,357,2509,Number prefix,No,
4,No,4,360,25261,Number prefix,No,
4,No,4,361,25267,Number prefix,No,
4,No,4,362,25269,Number prefix,No,
4,No,4,363,25290,Number prefix,No,
4,No,4,368,2550,Number prefix,No,
4,No,4,369,25507,Number prefix,No,
4,No,4,370,2551,Number prefix,No,
4,No,4,371,2552,Number prefix,No,
4,No,4,372,2553,Number prefix,No,
4,No,4,373,2554,Number prefix,No,
4,No,4,374,2555,Number prefix,No,
4,No,4,375,2556,Number prefix,No,
4,No,4,376,25562,Number prefix,No,
4,No,4,377,25570,Number prefix,No,
4,No,4,378,25571,Number prefix,No,
4,No,4,379,25572,Number prefix,No,
4,No,4,380,25573,Number prefix,No,
4,No,4,381,25574,Number prefix,No,
4,No,4,382,25575,Number prefix,No,
4,No,4,383,25576,Number prefix,No,
4,No,4,384,25577,Number prefix,No,
4,No,4,386,25579,Number prefix,No,
4,No,4,387,2558,Number prefix,No,
4,No,4,388,2559,Number prefix,No,
4,No,4,389,2560,Number prefix,No,
4,No,4,390,2561,Number prefix,No,
4,No,4,391,2562,Number prefix,No,
4,No,4,392,2563,Number prefix,No,
4,No,4,393,2564,Number prefix,No,
4,No,4,394,2565,Number prefix,No,
4,No,4,395,2566,Number prefix,No,
4,No,4,396,25670,Number prefix,No,
4,No,4,397,25671,Number prefix,No,
4,No,4,398,25672,Number prefix,No,
4,No,4,399,25673,Number prefix,No,
4,No,4,400,25674,Number prefix,No,
4,No,4,402,25676,Number prefix,No,
4,No,4,403,25677,Number prefix,No,
4,No,4,404,25678,Number prefix,No,
4,No,4,405,25679,Number prefix,No,
4,No,4,406,2568,Number prefix,No,
4,No,4,407,2569,Number prefix,No,
4,No,4,411,25778,Number prefix,No,
4,No,4,413,2579,Number prefix,No,
4,No,4,418,2600,Number prefix,No,
4,No,4,419,2601,Number prefix,No,
4,No,4,420,2602,Number prefix,No,
4,No,4,421,2603,Number prefix,No,
4,No,4,422,2604,Number prefix,No,
4,No,4,423,2605,Number prefix,No,
4,No,4,424,2606,Number prefix,No,
4,No,4,425,2607,Number prefix,No,
4,No,4,426,2608,Number prefix,No,
4,No,4,427,26090,Number prefix,No,
4,No,4,428,26091,Number prefix,No,
4,No,4,429,26092,Number prefix,No,
4,No,4,430,26093,Number prefix,No,
4,No,4,431,26094,Number prefix,No,
4,No,4,432,26095,Number prefix,No,
4,No,4,433,26096,Number prefix,No,
4,No,4,435,26098,Number prefix,No,
4,No,4,436,26099,Number prefix,No,
4,No,4,437,2610,Number prefix,No,
4,No,4,438,2611,Number prefix,No,
4,No,4,439,2612,Number prefix,No,
4,No,4,440,26130,Number prefix,No,
4,No,4,441,26131,Number prefix,No,
4,No,4,442,26132,Number prefix,No,
4,No,4,444,26134,Number prefix,No,
4,No,4,445,26135,Number prefix,No,
4,No,4,446,26136,Number prefix,No,
4,No,4,447,26137,Number prefix,No,
4,No,4,448,26138,Number prefix,No,
4,No,4,449,26139,Number prefix,No,
4,No,4,450,2614,Number prefix,No,
4,No,4,451,2615,Number prefix,No,
4,No,4,452,2616,Number prefix,No,
4,No,4,453,2617,Number prefix,No,
4,No,4,454,2618,Number prefix,No,
4,No,4,455,2619,Number prefix,No,
4,No,4,456,2626920,Number prefix,No,
4,No,4,457,26269200,Number prefix,No,
4,No,4,459,26311,Number prefix,No,
4,No,4,460,26323,Number prefix,No,
4,No,4,461,26371,Number prefix,No,
4,No,4,466,2650,Number prefix,No,
4,No,4,467,2651,Number prefix,No,
4,No,4,468,2652,Number prefix,No,
4,No,4,469,2653,Number prefix,No,
4,No,4,470,2654,Number prefix,No,
4,No,4,471,2655,Number prefix,No,
4,No,4,472,2656,Number prefix,No,
4,No,4,473,2657,Number prefix,No,
4,No,4,474,2658,Number prefix,No,
4,No,4,475,26590,Number prefix,No,
4,No,4,476,26591,Number prefix,No,
4,No,4,477,26592,Number prefix,No,
4,No,4,478,26593,Number prefix,No,
4,No,4,479,26594,Number prefix,No,
4,No,4,480,26595,Number prefix,No,
4,No,4,481,26596,Number prefix,No,
4,No,4,482,26597,Number prefix,No,
4,No,4,483,26598,Number prefix,No,
4,No,4,486,2666,Number prefix,No,
4,No,4,491,2693,Number prefix,No,
4,No,4,499,30699,Number prefix,No,
4,No,4,502,3097,Number prefix,No,
4,No,4,504,31626,Number prefix,No,
4,No,4,512,3364162,Number prefix,No,
4,No,4,520,3460647,Number prefix,No,
4,No,4,533,35193,Number prefix,No,
4,No,4,541,354611,Number prefix,No,
4,No,4,543,35469,Number prefix,No,
4,No,4,544,35482,Number prefix,No,
4,No,4,545,35489,Number prefix,No,
4,No,4,550,35697,Number prefix,No,
4,No,4,561,3630,Number prefix,No,
4,No,4,569,37250,Number prefix,No,
4,No,4,570,37255,Number prefix,No,
4,No,4,571,37256,Number prefix,No,
